recording_id,species,window_idx,start_s,end_s,snr_db,kept
ML224432461,BanasuraLaughingthrush,23,34.5,37.5,9.02,True
ML224432461,BanasuraLaughingthrush,24,36.0,39.0,12.1,True
ML224432461,BanasuraLaughingthrush,25,37.5,40.5,13.71,True
ML224432461,BanasuraLaughingthrush,26,39.0,42.0,8.26,True
ML224432461,BanasuraLaughingthrush,27,40.5,43.5,4.77,True
ML224432461,BanasuraLaughingthrush,28,42.0,45.0,10.3,True
ML224432461,BanasuraLaughingthrush,29,43.5,46.5,12.33,True
ML224432461,BanasuraLaughingthrush,30,45.0,48.0,9.03,True
ML224432461,BanasuraLaughingthrush,31,46.5,49.5,7.11,True
ML224432461,BanasuraLaughingthrush,32,48.0,51.0,9.52,True
ML224432461,BanasuraLaughingthrush,33,49.5,52.5,9.2,True
ML224436631,BanasuraLaughingthrush,0,0.0,3.0,0.0,False
ML224436631,BanasuraLaughingthrush,1,1.5,4.5,98.02,True
ML224436631,BanasuraLaughingthrush,2,3.0,6.0,127.5,True
ML224436631,BanasuraLaughingthrush,3,4.5,7.5,130.36,True
ML224436631,BanasuraLaughingthrush,4,6.0,9.0,131.86,True
ML224436631,BanasuraLaughingthrush,5,7.5,10.5,129.88,True
ML224436631,BanasuraLaughingthrush,6,9.0,12.0,133.0,True
ML224436631,BanasuraLaughingthrush,7,10.5,13.5,136.82,True
ML224436631,BanasuraLaughingthrush,8,12.0,15.0,135.99,True
ML224436631,BanasuraLaughingthrush,9,13.5,16.5,136.59,True
ML224436631,BanasuraLaughingthrush,10,15.0,18.0,140.06,True
ML224436631,BanasuraLaughingthrush,11,16.5,19.5,136.06,True
ML224436631,BanasuraLaughingthrush,12,18.0,21.0,131.78,True
ML224436631,BanasuraLaughingthrush,13,19.5,22.5,133.74,True
ML224436631,BanasuraLaughingthrush,14,21.0,24.0,136.22,True
ML224439111,BanasuraLaughingthrush,0,0.0,3.0,0.0,False
ML224439111,BanasuraLaughingthrush,1,1.5,4.5,98.39,True
ML224439111,BanasuraLaughingthrush,2,3.0,6.0,120.23,True
ML224439111,BanasuraLaughingthrush,3,4.5,7.5,119.22,True
ML224439111,BanasuraLaughingthrush,4,6.0,9.0,118.62,True
ML224439111,BanasuraLaughingthrush,5,7.5,10.5,119.2,True
ML224439111,BanasuraLaughingthrush,6,9.0,12.0,121.4,True
ML224439111,BanasuraLaughingthrush,7,10.5,13.5,123.34,True
ML224439111,BanasuraLaughingthrush,8,12.0,15.0,120.32,True
ML224439111,BanasuraLaughingthrush,9,13.5,16.5,118.45,True
ML224439111,BanasuraLaughingthrush,10,15.0,18.0,118.6,True
ML224439111,BanasuraLaughingthrush,11,16.5,19.5,118.92,True
ML224439111,BanasuraLaughingthrush,12,18.0,21.0,119.65,True
ML224439111,BanasuraLaughingthrush,13,19.5,22.5,121.0,True
ML224439111,BanasuraLaughingthrush,14,21.0,24.0,122.5,True
ML224439111,BanasuraLaughingthrush,15,22.5,25.5,123.74,True
ML224439111,BanasuraLaughingthrush,16,24.0,27.0,122.37,True
ML224439111,BanasuraLaughingthrush,17,25.5,28.5,121.74,True
ML224440931,BanasuraLaughingthrush,0,0.0,3.0,-111.87,False
ML224440931,BanasuraLaughingthrush,1,1.5,4.5,-111.87,False
ML224440931,BanasuraLaughingthrush,2,3.0,6.0,2.08,False
ML224440931,BanasuraLaughingthrush,3,4.5,7.5,0.61,False
ML224440931,BanasuraLaughingthrush,4,6.0,9.0,0.4,False
ML224440931,BanasuraLaughingthrush,5,7.5,10.5,0.58,False
ML224440931,BanasuraLaughingthrush,6,9.0,12.0,1.51,False
ML224440931,BanasuraLaughingthrush,7,10.5,13.5,2.15,False
ML224440931,BanasuraLaughingthrush,8,12.0,15.0,1.55,False
ML224440931,BanasuraLaughingthrush,9,13.5,16.5,0.59,False
ML224440931,BanasuraLaughingthrush,10,15.0,18.0,0.28,False
ML224440931,BanasuraLaughingthrush,11,16.5,19.5,0.54,False
ML224440931,BanasuraLaughingthrush,12,18.0,21.0,0.8,False
ML224440931,BanasuraLaughingthrush,13,19.5,22.5,1.17,False
ML224440931,BanasuraLaughingthrush,14,21.0,24.0,3.24,True
ML224440931,BanasuraLaughingthrush,15,22.5,25.5,1.14,False
ML224440931,BanasuraLaughingthrush,16,24.0,27.0,0.35,False
ML224440931,BanasuraLaughingthrush,17,25.5,28.5,2.66,False
ML224440931,BanasuraLaughingthrush,18,27.0,30.0,3.08,True
ML224440931,BanasuraLaughingthrush,19,28.5,31.5,3.71,True
ML224440931,BanasuraLaughingthrush,20,30.0,33.0,5.04,True
ML224440931,BanasuraLaughingthrush,21,31.5,34.5,2.65,False
ML224440931,BanasuraLaughingthrush,22,33.0,36.0,2.24,False
ML224440931,BanasuraLaughingthrush,23,34.5,37.5,2.7,False
ML224440931,BanasuraLaughingthrush,24,36.0,39.0,3.86,True
ML224440931,BanasuraLaughingthrush,25,37.5,40.5,3.23,True
ML224440931,BanasuraLaughingthrush,26,39.0,42.0,1.85,False
ML224440931,BanasuraLaughingthrush,27,40.5,43.5,4.43,True
ML224440931,BanasuraLaughingthrush,28,42.0,45.0,6.63,True
ML224440931,BanasuraLaughingthrush,29,43.5,46.5,4.1,True
ML224440931,BanasuraLaughingthrush,30,45.0,48.0,3.0,False
ML224440931,BanasuraLaughingthrush,31,46.5,49.5,5.29,True
ML224440931,BanasuraLaughingthrush,32,48.0,51.0,4.96,True
ML224440931,BanasuraLaughingthrush,33,49.5,52.5,2.31,False
ML224440931,BanasuraLaughingthrush,34,51.0,54.0,1.86,False
ML224442701,BanasuraLaughingthrush,0,0.0,3.0,2.17,False
ML224442701,BanasuraLaughingthrush,1,1.5,4.5,1.65,False
ML224442701,BanasuraLaughingthrush,2,3.0,6.0,1.32,False
ML224442701,BanasuraLaughingthrush,3,4.5,7.5,1.22,False
ML224442701,BanasuraLaughingthrush,4,6.0,9.0,3.8,True
ML224442701,BanasuraLaughingthrush,5,7.5,10.5,6.83,True
ML224442701,BanasuraLaughingthrush,6,9.0,12.0,6.6,True
ML224442701,BanasuraLaughingthrush,7,10.5,13.5,7.59,True
ML224442701,BanasuraLaughingthrush,8,12.0,15.0,9.59,True
ML224442701,BanasuraLaughingthrush,9,13.5,16.5,10.71,True
ML224442701,BanasuraLaughingthrush,10,15.0,18.0,8.67,True
ML224442701,BanasuraLaughingthrush,11,16.5,19.5,7.04,True
ML224442701,BanasuraLaughingthrush,12,18.0,21.0,8.52,True
ML224442701,BanasuraLaughingthrush,13,19.5,22.5,9.93,True
ML224442701,BanasuraLaughingthrush,14,21.0,24.0,13.68,True
ML224442701,BanasuraLaughingthrush,15,22.5,25.5,13.47,True
ML224442701,BanasuraLaughingthrush,16,24.0,27.0,8.9,True
ML224442701,BanasuraLaughingthrush,17,25.5,28.5,7.89,True
ML224442701,BanasuraLaughingthrush,18,27.0,30.0,8.01,True
ML224442701,BanasuraLaughingthrush,19,28.5,31.5,8.9,True
ML224442701,BanasuraLaughingthrush,20,30.0,33.0,6.14,True
ML224442701,BanasuraLaughingthrush,21,31.5,34.5,3.23,True
ML224442701,BanasuraLaughingthrush,22,33.0,36.0,1.31,False
ML224442701,BanasuraLaughingthrush,23,34.5,37.5,1.91,False
ML224442701,BanasuraLaughingthrush,24,36.0,39.0,5.19,True
ML224442701,BanasuraLaughingthrush,25,37.5,40.5,5.42,True
ML224442701,BanasuraLaughingthrush,26,39.0,42.0,5.54,True
ML224442701,BanasuraLaughingthrush,27,40.5,43.5,1.86,False
ML224442701,BanasuraLaughingthrush,28,42.0,45.0,-0.2,False
ML224442701,BanasuraLaughingthrush,29,43.5,46.5,1.94,False
ML224445051,BanasuraLaughingthrush,0,0.0,3.0,-1.21,False
ML224445051,BanasuraLaughingthrush,1,1.5,4.5,-1.07,False
ML224445051,BanasuraLaughingthrush,2,3.0,6.0,71.65,True
ML224445051,BanasuraLaughingthrush,3,4.5,7.5,76.24,True
ML224445051,BanasuraLaughingthrush,4,6.0,9.0,74.77,True
ML224445051,BanasuraLaughingthrush,5,7.5,10.5,71.38,True
ML224445051,BanasuraLaughingthrush,6,9.0,12.0,66.01,True
ML224445051,BanasuraLaughingthrush,7,10.5,13.5,60.68,True
ML224445051,BanasuraLaughingthrush,8,12.0,15.0,70.02,True
ML224445051,BanasuraLaughingthrush,9,13.5,16.5,73.68,True
ML224445051,BanasuraLaughingthrush,10,15.0,18.0,61.69,True
ML224445051,BanasuraLaughingthrush,11,16.5,19.5,77.03,True
ML224445051,BanasuraLaughingthrush,12,18.0,21.0,69.73,True
ML224445051,BanasuraLaughingthrush,13,19.5,22.5,69.52,True
ML224445051,BanasuraLaughingthrush,14,21.0,24.0,76.91,True
ML224445051,BanasuraLaughingthrush,15,22.5,25.5,61.5,True
ML224445051,BanasuraLaughingthrush,16,24.0,27.0,74.86,True
ML224445051,BanasuraLaughingthrush,17,25.5,28.5,72.18,True
ML224445051,BanasuraLaughingthrush,18,27.0,30.0,55.9,True
ML224445051,BanasuraLaughingthrush,19,28.5,31.5,75.1,True
ML224445051,BanasuraLaughingthrush,20,30.0,33.0,65.78,True
ML224448041,BanasuraLaughingthrush,0,0.0,3.0,1.87,False
ML224448041,BanasuraLaughingthrush,1,1.5,4.5,2.35,True
ML224448041,BanasuraLaughingthrush,2,3.0,6.0,2.2,False
ML224448041,BanasuraLaughingthrush,3,4.5,7.5,1.14,False
ML224448041,BanasuraLaughingthrush,4,6.0,9.0,1.9,False
ML317454381,BanasuraLaughingthrush,0,0.0,3.0,3.02,True
ML317454381,BanasuraLaughingthrush,1,1.5,4.5,10.86,True
ML434997941,BanasuraLaughingthrush,0,0.0,3.0,1.53,False
ML434997941,BanasuraLaughingthrush,1,1.5,4.5,3.08,True
ML434997941,BanasuraLaughingthrush,2,3.0,6.0,2.05,False
ML434997941,BanasuraLaughingthrush,3,4.5,7.5,1.53,False
ML434997941,BanasuraLaughingthrush,4,6.0,9.0,3.47,True
ML434997941,BanasuraLaughingthrush,5,7.5,10.5,16.01,True
ML434997941,BanasuraLaughingthrush,6,9.0,12.0,19.36,True
ML434997941,BanasuraLaughingthrush,7,10.5,13.5,5.65,True
ML442425971,BanasuraLaughingthrush,0,0.0,3.0,18.33,True
ML442425971,BanasuraLaughingthrush,1,1.5,4.5,21.75,True
ML442425971,BanasuraLaughingthrush,2,3.0,6.0,21.59,True
ML442425971,BanasuraLaughingthrush,3,4.5,7.5,29.46,True
ML442425971,BanasuraLaughingthrush,4,6.0,9.0,15.44,True
ML442425971,BanasuraLaughingthrush,5,7.5,10.5,4.33,True
ML442425971,BanasuraLaughingthrush,6,9.0,12.0,8.48,True
ML442425971,BanasuraLaughingthrush,7,10.5,13.5,8.61,True
ML442425971,BanasuraLaughingthrush,8,12.0,15.0,1.8,False
ML442425971,BanasuraLaughingthrush,9,13.5,16.5,1.59,False
ML442425971,BanasuraLaughingthrush,10,15.0,18.0,3.24,True
ML442425971,BanasuraLaughingthrush,11,16.5,19.5,2.88,False
ML442425971,BanasuraLaughingthrush,12,18.0,21.0,2.3,False
ML442425971,BanasuraLaughingthrush,13,19.5,22.5,1.0,False
ML442426021,BanasuraLaughingthrush,0,0.0,3.0,8.73,True
ML442426021,BanasuraLaughingthrush,1,1.5,4.5,11.18,True
ML442426021,BanasuraLaughingthrush,2,3.0,6.0,13.31,True
ML442426021,BanasuraLaughingthrush,3,4.5,7.5,9.63,True
ML442426021,BanasuraLaughingthrush,4,6.0,9.0,11.75,True
ML442426021,BanasuraLaughingthrush,5,7.5,10.5,16.26,True
ML442426021,BanasuraLaughingthrush,6,9.0,12.0,8.12,True
ML442426021,BanasuraLaughingthrush,7,10.5,13.5,3.68,True
ML442426021,BanasuraLaughingthrush,8,12.0,15.0,4.17,True
ML442426021,BanasuraLaughingthrush,9,13.5,16.5,5.1,True
ML442426021,BanasuraLaughingthrush,10,15.0,18.0,-0.12,False
ML442426021,BanasuraLaughingthrush,11,16.5,19.5,1.21,False
ML442426021,BanasuraLaughingthrush,12,18.0,21.0,13.91,True
ML442426021,BanasuraLaughingthrush,13,19.5,22.5,24.01,True
ML442426021,BanasuraLaughingthrush,14,21.0,24.0,19.9,True
ML442426021,BanasuraLaughingthrush,15,22.5,25.5,23.97,True
ML442426021,BanasuraLaughingthrush,16,24.0,27.0,22.18,True
ML442426021,BanasuraLaughingthrush,17,25.5,28.5,17.32,True
ML442426021,BanasuraLaughingthrush,18,27.0,30.0,25.34,True
ML442426021,BanasuraLaughingthrush,19,28.5,31.5,35.52,True
ML442426021,BanasuraLaughingthrush,20,30.0,33.0,12.4,True
ML442426021,BanasuraLaughingthrush,21,31.5,34.5,8.1,True
ML442426021,BanasuraLaughingthrush,22,33.0,36.0,3.19,True
ML442426021,BanasuraLaughingthrush,23,34.5,37.5,3.21,True
ML442426021,BanasuraLaughingthrush,24,36.0,39.0,5.47,True
ML442426021,BanasuraLaughingthrush,25,37.5,40.5,4.3,True
ML442426021,BanasuraLaughingthrush,26,39.0,42.0,4.43,True
ML442426021,BanasuraLaughingthrush,27,40.5,43.5,4.86,True
ML442426021,BanasuraLaughingthrush,28,42.0,45.0,5.54,True
ML442426021,BanasuraLaughingthrush,29,43.5,46.5,3.02,True
ML442426021,BanasuraLaughingthrush,30,45.0,48.0,-7.42,False
ML606531611,BanasuraLaughingthrush,0,0.0,3.0,1.36,False
ML606531611,BanasuraLaughingthrush,1,1.5,4.5,1.6,False
ML606531611,BanasuraLaughingthrush,2,3.0,6.0,1.01,False
ML606531611,BanasuraLaughingthrush,3,4.5,7.5,0.83,False
ML606531611,BanasuraLaughingthrush,4,6.0,9.0,1.15,False
ML606531611,BanasuraLaughingthrush,5,7.5,10.5,0.98,False
ML606531611,BanasuraLaughingthrush,6,9.0,12.0,0.81,False
ML606531611,BanasuraLaughingthrush,7,10.5,13.5,0.96,False
ML606531611,BanasuraLaughingthrush,8,12.0,15.0,1.4,False
ML606531611,BanasuraLaughingthrush,9,13.5,16.5,1.29,False
ML606531611,BanasuraLaughingthrush,10,15.0,18.0,1.18,False
ML606531611,BanasuraLaughingthrush,11,16.5,19.5,1.67,False
ML606531611,BanasuraLaughingthrush,12,18.0,21.0,2.05,False
ML606531611,BanasuraLaughingthrush,13,19.5,22.5,2.45,False
ML606531611,BanasuraLaughingthrush,14,21.0,24.0,2.3,False
ML606531611,BanasuraLaughingthrush,15,22.5,25.5,2.32,False
ML606531611,BanasuraLaughingthrush,16,24.0,27.0,2.29,False
ML606531611,BanasuraLaughingthrush,17,25.5,28.5,2.21,False
ML606531611,BanasuraLaughingthrush,18,27.0,30.0,2.78,False
ML606531611,BanasuraLaughingthrush,19,28.5,31.5,2.31,False
ML606531611,BanasuraLaughingthrush,20,30.0,33.0,1.51,False
ML606531611,BanasuraLaughingthrush,21,31.5,34.5,1.25,False
ML606531611,BanasuraLaughingthrush,22,33.0,36.0,1.26,False
ML606531611,BanasuraLaughingthrush,23,34.5,37.5,1.47,False
ML606531611,BanasuraLaughingthrush,24,36.0,39.0,1.54,False
ML606531611,BanasuraLaughingthrush,25,37.5,40.5,1.59,False
ML606531611,BanasuraLaughingthrush,26,39.0,42.0,2.52,False
ML606531611,BanasuraLaughingthrush,27,40.5,43.5,2.87,True
ML606531621,BanasuraLaughingthrush,0,0.0,3.0,5.61,True
ML606531621,BanasuraLaughingthrush,1,1.5,4.5,3.55,True
ML606531621,BanasuraLaughingthrush,2,3.0,6.0,4.11,True
ML606531621,BanasuraLaughingthrush,3,4.5,7.5,3.31,True
ML606531621,BanasuraLaughingthrush,4,6.0,9.0,6.97,True
ML606531621,BanasuraLaughingthrush,5,7.5,10.5,7.55,True
ML606531621,BanasuraLaughingthrush,6,9.0,12.0,3.93,True
ML606531621,BanasuraLaughingthrush,7,10.5,13.5,22.03,True
ML606531621,BanasuraLaughingthrush,8,12.0,15.0,30.81,True
ML606531631,BanasuraLaughingthrush,0,0.0,3.0,4.67,True
ML606531631,BanasuraLaughingthrush,1,1.5,4.5,6.86,True
ML606531631,BanasuraLaughingthrush,2,3.0,6.0,7.66,True
ML606531631,BanasuraLaughingthrush,3,4.5,7.5,2.78,False
ML606531631,BanasuraLaughingthrush,4,6.0,9.0,3.9,True
ML606531631,BanasuraLaughingthrush,5,7.5,10.5,6.98,True
ML606531631,BanasuraLaughingthrush,6,9.0,12.0,5.22,True
ML606531631,BanasuraLaughingthrush,7,10.5,13.5,4.42,True
ML606531631,BanasuraLaughingthrush,8,12.0,15.0,4.95,True
ML606531631,BanasuraLaughingthrush,9,13.5,16.5,4.51,True
ML606531631,BanasuraLaughingthrush,10,15.0,18.0,3.39,True
ML607311421,BanasuraLaughingthrush,0,0.0,3.0,39.59,True
ML607311421,BanasuraLaughingthrush,1,1.5,4.5,43.79,True
ML608349451,BanasuraLaughingthrush,0,0.0,3.0,21.28,True
ML608349451,BanasuraLaughingthrush,1,1.5,4.5,21.26,True
ML608349451,BanasuraLaughingthrush,2,3.0,6.0,21.57,True
ML608349451,BanasuraLaughingthrush,3,4.5,7.5,16.89,True
ML608349453,BanasuraLaughingthrush,0,0.0,3.0,9.18,True
ML608349453,BanasuraLaughingthrush,1,1.5,4.5,9.35,True
ML608349453,BanasuraLaughingthrush,2,3.0,6.0,10.09,True
ML608349453,BanasuraLaughingthrush,3,4.5,7.5,11.06,True
ML608349453,BanasuraLaughingthrush,4,6.0,9.0,11.22,True
ML608349453,BanasuraLaughingthrush,5,7.5,10.5,11.28,True
ML608349453,BanasuraLaughingthrush,6,9.0,12.0,10.28,True
ML608349453,BanasuraLaughingthrush,7,10.5,13.5,11.05,True
ML608349453,BanasuraLaughingthrush,8,12.0,15.0,15.42,True
ML608349453,BanasuraLaughingthrush,9,13.5,16.5,16.33,True
ML608349453,BanasuraLaughingthrush,10,15.0,18.0,15.78,True
ML608349453,BanasuraLaughingthrush,11,16.5,19.5,13.98,True
ML608349453,BanasuraLaughingthrush,12,18.0,21.0,12.04,True
ML608349453,BanasuraLaughingthrush,13,19.5,22.5,3.27,True
ML608349453,BanasuraLaughingthrush,14,21.0,24.0,2.15,False
ML608349453,BanasuraLaughingthrush,15,22.5,25.5,8.23,True
ML608349453,BanasuraLaughingthrush,16,24.0,27.0,12.35,True
ML608349453,BanasuraLaughingthrush,17,25.5,28.5,13.4,True
ML608349453,BanasuraLaughingthrush,18,27.0,30.0,14.6,True
ML608349453,BanasuraLaughingthrush,19,28.5,31.5,15.6,True
ML608349453,BanasuraLaughingthrush,20,30.0,33.0,13.86,True
ML608349453,BanasuraLaughingthrush,21,31.5,34.5,4.51,True
ML608349453,BanasuraLaughingthrush,22,33.0,36.0,7.52,True
ML608349453,BanasuraLaughingthrush,23,34.5,37.5,18.52,True
ML608349453,BanasuraLaughingthrush,24,36.0,39.0,12.29,True
ML608349453,BanasuraLaughingthrush,25,37.5,40.5,8.85,True
ML608349453,BanasuraLaughingthrush,26,39.0,42.0,11.84,True
ML608349453,BanasuraLaughingthrush,27,40.5,43.5,15.64,True
ML608349453,BanasuraLaughingthrush,28,42.0,45.0,15.75,True
ML608349453,BanasuraLaughingthrush,29,43.5,46.5,16.01,True
ML608349453,BanasuraLaughingthrush,30,45.0,48.0,15.72,True
ML608349453,BanasuraLaughingthrush,31,46.5,49.5,15.57,True
ML612285403,BanasuraLaughingthrush,0,0.0,3.0,6.08,True
ML612285403,BanasuraLaughingthrush,1,1.5,4.5,6.27,True
ML614780956,BanasuraLaughingthrush,0,0.0,3.0,6.79,True
ML614780956,BanasuraLaughingthrush,1,1.5,4.5,9.32,True
ML614780956,BanasuraLaughingthrush,2,3.0,6.0,10.23,True
ML614780956,BanasuraLaughingthrush,3,4.5,7.5,19.32,True
ML614780956,BanasuraLaughingthrush,4,6.0,9.0,15.4,True
ML614780956,BanasuraLaughingthrush,5,7.5,10.5,12.07,True
ML614780956,BanasuraLaughingthrush,6,9.0,12.0,2.66,False
ML614780956,BanasuraLaughingthrush,7,10.5,13.5,1.76,False
ML614780957,BanasuraLaughingthrush,0,0.0,3.0,0.83,False
ML614780957,BanasuraLaughingthrush,1,1.5,4.5,4.52,True
ML614780957,BanasuraLaughingthrush,2,3.0,6.0,9.85,True
ML614780957,BanasuraLaughingthrush,3,4.5,7.5,3.95,True
ML614780957,BanasuraLaughingthrush,4,6.0,9.0,6.07,True
ML614780957,BanasuraLaughingthrush,5,7.5,10.5,8.85,True
ML614780957,BanasuraLaughingthrush,6,9.0,12.0,4.83,True
ML614780957,BanasuraLaughingthrush,7,10.5,13.5,3.97,True
ML614780957,BanasuraLaughingthrush,8,12.0,15.0,8.07,True
ML614780957,BanasuraLaughingthrush,9,13.5,16.5,4.46,True
ML614780957,BanasuraLaughingthrush,10,15.0,18.0,3.71,True
ML614780957,BanasuraLaughingthrush,11,16.5,19.5,4.1,True
ML614780957,BanasuraLaughingthrush,12,18.0,21.0,4.29,True
ML614780957,BanasuraLaughingthrush,13,19.5,22.5,3.7,True
ML614780957,BanasuraLaughingthrush,14,21.0,24.0,3.74,True
ML614780957,BanasuraLaughingthrush,15,22.5,25.5,5.88,True
ML614780957,BanasuraLaughingthrush,16,24.0,27.0,6.85,True
ML614780957,BanasuraLaughingthrush,17,25.5,28.5,6.54,True
ML614780957,BanasuraLaughingthrush,18,27.0,30.0,6.7,True
ML614780957,BanasuraLaughingthrush,19,28.5,31.5,7.6,True
ML614780957,BanasuraLaughingthrush,20,30.0,33.0,7.74,True
ML614780957,BanasuraLaughingthrush,21,31.5,34.5,5.92,True
ML617411030,BanasuraLaughingthrush,0,0.0,3.0,10.75,True
ML617411031,BanasuraLaughingthrush,0,0.0,3.0,11.02,True
ML617411031,BanasuraLaughingthrush,1,1.5,4.5,7.77,True
ML617411594,BanasuraLaughingthrush,0,0.0,3.0,109.75,True
ML617411595,BanasuraLaughingthrush,0,0.0,3.0,10.66,True
ML626352709,BanasuraLaughingthrush,0,0.0,3.0,0.93,False
ML626352709,BanasuraLaughingthrush,1,1.5,4.5,1.68,False
ML626352709,BanasuraLaughingthrush,2,3.0,6.0,2.77,False
ML626352709,BanasuraLaughingthrush,3,4.5,7.5,2.77,False
ML626352709,BanasuraLaughingthrush,4,6.0,9.0,3.65,True
ML626352709,BanasuraLaughingthrush,5,7.5,10.5,5.76,True
ML626352709,BanasuraLaughingthrush,6,9.0,12.0,5.91,True
ML626352724,BanasuraLaughingthrush,0,0.0,3.0,3.38,True
ML626352724,BanasuraLaughingthrush,1,1.5,4.5,3.1,True
ML626352724,BanasuraLaughingthrush,2,3.0,6.0,3.31,True
ML626352724,BanasuraLaughingthrush,3,4.5,7.5,3.58,True
ML626352724,BanasuraLaughingthrush,4,6.0,9.0,3.31,True
ML626352724,BanasuraLaughingthrush,5,7.5,10.5,3.49,True
ML626352724,BanasuraLaughingthrush,6,9.0,12.0,3.5,True
ML626352724,BanasuraLaughingthrush,7,10.5,13.5,2.76,False
ML626352724,BanasuraLaughingthrush,8,12.0,15.0,2.54,False
ML626352724,BanasuraLaughingthrush,9,13.5,16.5,2.48,False
ML626352724,BanasuraLaughingthrush,10,15.0,18.0,2.35,False
ML626352724,BanasuraLaughingthrush,11,16.5,19.5,2.29,False
ML626352724,BanasuraLaughingthrush,12,18.0,21.0,1.66,False
ML626352724,BanasuraLaughingthrush,13,19.5,22.5,1.61,False
ML626352724,BanasuraLaughingthrush,14,21.0,24.0,2.06,False
ML626352724,BanasuraLaughingthrush,15,22.5,25.5,1.69,False
ML626352724,BanasuraLaughingthrush,16,24.0,27.0,1.76,False
ML626352724,BanasuraLaughingthrush,17,25.5,28.5,1.76,False
ML626352724,BanasuraLaughingthrush,18,27.0,30.0,1.11,False
ML626352724,BanasuraLaughingthrush,19,28.5,31.5,1.41,False
ML626352724,BanasuraLaughingthrush,20,30.0,33.0,1.57,False
ML626352724,BanasuraLaughingthrush,21,31.5,34.5,1.19,False
ML626352724,BanasuraLaughingthrush,22,33.0,36.0,1.89,False
ML626352724,BanasuraLaughingthrush,23,34.5,37.5,0.57,False
ML626352724,BanasuraLaughingthrush,24,36.0,39.0,1.04,False
ML626352724,BanasuraLaughingthrush,25,37.5,40.5,1.52,False
ML626352724,BanasuraLaughingthrush,26,39.0,42.0,1.44,False
ML626352724,BanasuraLaughingthrush,27,40.5,43.5,1.96,False
ML626352724,BanasuraLaughingthrush,28,42.0,45.0,1.78,False
ML626352724,BanasuraLaughingthrush,29,43.5,46.5,1.21,False
ML626352724,BanasuraLaughingthrush,30,45.0,48.0,0.81,False
ML629394826,BanasuraLaughingthrush,0,0.0,3.0,5.07,True
ML629394826,BanasuraLaughingthrush,1,1.5,4.5,5.72,True
ML629394826,BanasuraLaughingthrush,2,3.0,6.0,5.16,True
ML629394826,BanasuraLaughingthrush,3,4.5,7.5,4.53,True
ML629394826,BanasuraLaughingthrush,4,6.0,9.0,3.71,True
ML629394826,BanasuraLaughingthrush,5,7.5,10.5,3.17,True
ML629394826,BanasuraLaughingthrush,6,9.0,12.0,1.66,False
ML629394826,BanasuraLaughingthrush,7,10.5,13.5,1.58,False
ML629394826,BanasuraLaughingthrush,8,12.0,15.0,5.59,True
ML629394826,BanasuraLaughingthrush,9,13.5,16.5,4.66,True
ML629394826,BanasuraLaughingthrush,10,15.0,18.0,1.72,False
ML629394826,BanasuraLaughingthrush,11,16.5,19.5,3.74,True
ML629394826,BanasuraLaughingthrush,12,18.0,21.0,4.67,True
ML629394826,BanasuraLaughingthrush,13,19.5,22.5,0.54,False
ML629394826,BanasuraLaughingthrush,14,21.0,24.0,0.69,False
ML629394826,BanasuraLaughingthrush,15,22.5,25.5,1.56,False
ML629394826,BanasuraLaughingthrush,16,24.0,27.0,2.47,False
ML629394845,BanasuraLaughingthrush,0,0.0,3.0,4.24,True
ML629394845,BanasuraLaughingthrush,1,1.5,4.5,2.64,False
ML629394845,BanasuraLaughingthrush,2,3.0,6.0,1.13,False
ML629394845,BanasuraLaughingthrush,3,4.5,7.5,0.91,False
ML629395028,BanasuraLaughingthrush,0,0.0,3.0,7.65,True
ML629395028,BanasuraLaughingthrush,1,1.5,4.5,4.4,True
ML629395028,BanasuraLaughingthrush,2,3.0,6.0,2.31,False
ML629395028,BanasuraLaughingthrush,3,4.5,7.5,2.16,False
ML629395028,BanasuraLaughingthrush,4,6.0,9.0,1.64,False
ML629395028,BanasuraLaughingthrush,5,7.5,10.5,1.22,False
ML629395028,BanasuraLaughingthrush,6,9.0,12.0,2.35,False
ML629395204,BanasuraLaughingthrush,0,0.0,3.0,1.95,False
ML629395204,BanasuraLaughingthrush,1,1.5,4.5,2.25,False
ML629395204,BanasuraLaughingthrush,2,3.0,6.0,5.14,True
ML629395204,BanasuraLaughingthrush,3,4.5,7.5,6.56,True
ML629395423,BanasuraLaughingthrush,0,0.0,3.0,11.12,True
ML629395423,BanasuraLaughingthrush,1,1.5,4.5,13.14,True
ML629395428,BanasuraLaughingthrush,0,0.0,3.0,1.77,False
ML629395428,BanasuraLaughingthrush,1,1.5,4.5,14.34,True
ML629395428,BanasuraLaughingthrush,2,3.0,6.0,15.15,True
ML629395428,BanasuraLaughingthrush,3,4.5,7.5,7.68,True
ML629395428,BanasuraLaughingthrush,4,6.0,9.0,2.85,False
ML629395428,BanasuraLaughingthrush,5,7.5,10.5,1.15,False
ML629395428,BanasuraLaughingthrush,6,9.0,12.0,1.49,False
ML629395428,BanasuraLaughingthrush,7,10.5,13.5,6.21,True
ML629395428,BanasuraLaughingthrush,8,12.0,15.0,10.46,True
ML629395428,BanasuraLaughingthrush,9,13.5,16.5,2.45,False
ML629395428,BanasuraLaughingthrush,10,15.0,18.0,0.91,False
ML629395428,BanasuraLaughingthrush,11,16.5,19.5,1.07,False
ML629395428,BanasuraLaughingthrush,12,18.0,21.0,1.21,False
ML629395428,BanasuraLaughingthrush,13,19.5,22.5,1.38,False
