recording_id,species,source,quality_grade,duration_s,sample_rate,license,recordist,date,country,path,sha256
ML274534,JerdonsCourser,ML,,70.006,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/Jerdon'sCourser-Rhinoptilusbitorquatus/macauley/274534.wav,0be6a921b77ad788202376c68d863a05f8a02613703a0638db47c0cd9f457dd9
ML274535,JerdonsCourser,ML,,27.728,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/Jerdon'sCourser-Rhinoptilusbitorquatus/macauley/274535.wav,e27b0532944a1ae52778ab04408abc634f18ac9e47e14fcc78559c24149438dd
ML274536,JerdonsCourser,ML,,19.634,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/Jerdon'sCourser-Rhinoptilusbitorquatus/macauley/274536.wav,25e0b977d3108ac5c5d6c0798c877ca267914d816ba7bc2e3b26297c81eeab42
ML274537,JerdonsCourser,ML,,35.671,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/Jerdon'sCourser-Rhinoptilusbitorquatus/macauley/274537.wav,c751b851c7602afe6b33dea28d5e892d522238bdcca78dd2112acde59b7927c7
ML274538,JerdonsCourser,ML,,33.169,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/Jerdon'sCourser-Rhinoptilusbitorquatus/macauley/274538.wav,ddfb3b1b4c488888847d397d33fc454156a5f0f11b3441ff0078446c510de58d
ML274539,JerdonsCourser,ML,,112.06,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/Jerdon'sCourser-Rhinoptilusbitorquatus/macauley/274539.wav,a9e80bbf69b9facc0ed1b17085e6e568b250083274589963a50aee4ba9ebcecb
ML274540,JerdonsCourser,ML,,95.973,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/Jerdon'sCourser-Rhinoptilusbitorquatus/macauley/274540.wav,d932141354ee36a1b758cfcab2d0acdcc8b1bc8d1eea936b6a20d191c2cc767d
ML274541,JerdonsCourser,ML,,39.269,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/Jerdon'sCourser-Rhinoptilusbitorquatus/macauley/274541.wav,e51bf0d5365a5e38b31ad6c6945f02c81575d2aaee734990e2ceb57920a4850b
ML274542,JerdonsCourser,ML,,135.156,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/Jerdon'sCourser-Rhinoptilusbitorquatus/macauley/274542.wav,a170de55693bfcc6ef25aa90d93d03b10e595e49426684f7f481adea6718d712
ML274543,JerdonsCourser,ML,,17.299,44100,,,,,/Users/srivatsavkannan/Datasets/Bird Classification/Bird Sound/Dataset_Curated/Jerdon'sCourser-Rhinoptilusbitorquatus/macauley/274543.wav,da825528f21bd39fcc6807e3bd7e54ae820f2d74fb8ff63bb3007f473c8e6f4c
